date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:42	7855/7855	---M-Z	200	added ('OK')	text/css	etag:%2218e31ad185173027e30dd08e09f8a7fa-df%22	http://arco.bitballoon.com/css/plugins/linea-basic.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/linea-basic.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:42	34734/34734	---M-Z	200	added ('OK')	text/css	etag:%22567ae49e7dcfc8b940c06794331f2a50-df%22	http://arco.bitballoon.com/css/plugins/fontawesome-all.min.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/fontawesome-all.min.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:43	3174/3174	---M-Z	200	added ('OK')	text/css	etag:%22dcacef160c2c420b6c81fbf5edc55027-df%22	http://arco.bitballoon.com/css/plugins/YouTubePopUp.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/YouTubePopUp.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:43	144877/144877	---M-Z	200	added ('OK')	text/css	etag:%226ca7df68f786e1b871f4d466e5a31b9e-df%22	http://arco.bitballoon.com/css/plugins/bootstrap.min.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/bootstrap.min.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:44	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%2284f63e93cd9e99f1442ee1c70e881200-df%22	http://arco.bitballoon.com/css/plugins/magnific-popup.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/magnific-popup.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:44	3228/3228	---M-Z	200	added ('OK')	text/css	etag:%2286799a26178d2a1a383c56a28730c19f-df%22	http://arco.bitballoon.com/css/plugins/owl.carousel.min.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/owl.carousel.min.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:44	1003/1003	---M-Z	200	added ('OK')	text/css	etag:%22899612105b8b1c2cd3667295e9a24912-df%22	http://arco.bitballoon.com/css/plugins/owl.theme.default.min.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/owl.theme.default.min.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:44	381554/381554	---M--	200	added ('OK')	image/jpeg	etag:%22d678222f0d123121601dfc89f98068f1%22	http://arco.bitballoon.com/img/blog/2.jpg	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/img/blog/2.jpg	(from http://arco.bitballoon.com/main.html)
12:54:45	13734/13734	---M-Z	200	added ('OK')	text/css	etag:%22f12a0ae7201336066ac9c3a24c3aa7f4-df%22	http://arco.bitballoon.com/css/plugins/helper.css	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/css/plugins/helper.css	(from http://arco.bitballoon.com/css/plugins.css)
12:54:46	220625/220625	---M-Z	200	added ('OK')	image/svg+xml	etag:%2250bd6d78b71ca6231448631eabd5d54b-df%22	http://arco.bitballoon.com/img/wave.svg	C:/Users/User/Desktop/ArCo/Arco/arco.bitballoon.com/img/wave.svg	(from http://arco.bitballoon.com/css/style.css)
